cloud_account_id,cloud_device_id,cloud_timestamp,metadata,model,serial,system_status,system_status_int,timestamp,ncpm0x5,tpsize,mcpm4x0,fanspd,mcpm10,mcpm10_aqi,mcpm1x0,ncpm4x0,ncpm10,mcpm2x5_aqi,mcpm2x5,ncpm1x0,ncpm2x5,rh_percent,temp_c,device_id,device_name
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-12T19:32:57.251Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,['Device rebooted.'],1,2025-05-12 19:31:56+00:00,23.0,0.38,3.0,6003.0,3.0,3.0,3.0,27.0,27.0,13.0,3.0,27.0,27.0,73.0,24.4,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-12T20:01:57.254Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-12 20:00:56+00:00,28.0,0.42,3.0,6001.0,3.0,3.0,3.0,33.0,33.0,13.0,3.0,33.0,33.0,76.0,23.1,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-12T21:01:57.284Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-12 21:00:56+00:00,23.0,0.4,3.0,6012.0,3.0,3.0,3.0,26.0,26.0,13.0,3.0,26.0,26.0,75.0,23.4,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-12T22:01:57.289Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-12 22:00:56+00:00,20.0,0.42,2.0,6003.0,2.0,2.0,2.0,23.0,23.0,8.0,2.0,23.0,23.0,76.0,22.8,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-12T23:01:57.397Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-12 23:00:56+00:00,20.0,0.42,2.0,6007.0,2.0,2.0,2.0,23.0,23.0,8.0,2.0,23.0,23.0,76.0,22.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T00:01:57.348Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 00:00:56+00:00,17.0,0.42,2.0,6001.0,2.0,2.0,2.0,20.0,20.0,8.0,2.0,20.0,20.0,76.0,22.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T01:01:57.326Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 01:00:56+00:00,21.0,0.45,2.0,6010.0,2.0,2.0,2.0,24.0,24.0,8.0,2.0,24.0,24.0,77.0,22.2,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T02:01:57.367Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 02:00:56+00:00,20.0,0.44,2.0,6004.0,2.0,2.0,2.0,23.0,23.0,8.0,2.0,23.0,23.0,77.0,22.1,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T03:01:57.375Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 03:00:56+00:00,24.0,0.44,3.0,6012.0,3.0,3.0,3.0,28.0,28.0,13.0,3.0,27.0,28.0,77.0,22.4,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T04:01:57.384Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 04:00:56+00:00,26.0,0.44,3.0,6014.0,3.0,3.0,3.0,30.0,30.0,13.0,3.0,29.0,29.0,77.0,22.7,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T05:01:57.401Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 05:00:56+00:00,25.0,0.43,3.0,5990.0,3.0,3.0,3.0,28.0,28.0,13.0,3.0,28.0,28.0,77.0,22.4,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T06:01:57.421Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 06:00:56+00:00,26.0,0.47,3.0,5996.0,3.0,3.0,3.0,30.0,30.0,13.0,3.0,30.0,30.0,79.0,21.9,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T07:01:57.424Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 07:00:56+00:00,18.0,0.49,2.0,6001.0,2.0,2.0,2.0,21.0,21.0,8.0,2.0,20.0,21.0,80.0,21.5,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T08:01:57.45Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 08:00:56+00:00,12.0,0.42,1.0,6013.0,1.0,1.0,1.0,14.0,14.0,4.0,1.0,14.0,14.0,80.0,21.7,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T09:01:57.468Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 09:00:56+00:00,13.0,0.44,1.0,6001.0,1.0,1.0,1.0,15.0,15.0,4.0,1.0,15.0,15.0,82.0,21.3,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T10:01:57.478Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 10:00:56+00:00,7.0,0.47,1.0,6012.0,1.0,1.0,1.0,8.0,8.0,4.0,1.0,7.0,8.0,81.0,21.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T11:01:57.51Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 11:00:56+00:00,9.0,0.46,1.0,6000.0,1.0,1.0,1.0,11.0,11.0,4.0,1.0,11.0,11.0,80.0,21.2,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T12:01:57.502Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 12:00:56+00:00,20.0,0.42,2.0,6014.0,2.0,2.0,2.0,23.0,23.0,8.0,2.0,23.0,23.0,80.0,22.2,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T13:01:57.525Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 13:00:56+00:00,10.0,0.42,1.0,6002.0,1.0,1.0,1.0,11.0,11.0,4.0,1.0,11.0,11.0,80.0,22.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T14:01:57.556Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 14:00:56+00:00,11.0,0.42,1.0,6006.0,1.0,1.0,1.0,13.0,13.0,4.0,1.0,13.0,13.0,80.0,23.0,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T15:01:57.558Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 15:00:56+00:00,11.0,0.4,1.0,6013.0,1.0,1.0,1.0,12.0,12.0,4.0,1.0,12.0,12.0,80.0,23.7,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T16:01:57.578Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 16:00:56+00:00,18.0,0.38,2.0,6014.0,2.0,2.0,2.0,21.0,21.0,8.0,2.0,21.0,21.0,79.0,23.7,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T17:01:57.593Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 17:00:57+00:00,14.0,0.4,2.0,6006.0,2.0,2.0,2.0,16.0,16.0,8.0,2.0,16.0,16.0,76.0,25.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T18:01:57.607Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 18:00:57+00:00,14.0,0.43,2.0,6003.0,2.0,2.0,2.0,16.0,16.0,8.0,2.0,16.0,16.0,68.0,29.1,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T19:01:57.642Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 19:00:57+00:00,14.0,0.4,2.0,6000.0,2.0,2.0,2.0,17.0,17.0,8.0,2.0,16.0,17.0,62.0,30.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T20:01:57.655Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 20:00:57+00:00,18.0,0.39,2.0,6014.0,2.0,2.0,2.0,20.0,20.0,8.0,2.0,20.0,20.0,52.0,36.4,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T21:01:57.678Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 21:00:57+00:00,20.0,0.38,2.0,5991.0,2.0,2.0,2.0,23.0,23.0,8.0,2.0,23.0,23.0,65.0,27.7,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T22:01:57.692Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 22:00:57+00:00,17.0,0.4,2.0,5996.0,2.0,2.0,2.0,19.0,19.0,8.0,2.0,19.0,19.0,64.0,26.4,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-13T23:01:57.734Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-13 23:00:57+00:00,16.0,0.4,2.0,6008.0,2.0,2.0,2.0,19.0,19.0,8.0,2.0,19.0,19.0,62.0,26.3,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T00:01:57.733Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 00:00:57+00:00,19.0,0.41,2.0,5999.0,2.0,2.0,2.0,21.0,21.0,8.0,2.0,21.0,21.0,67.0,24.5,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T01:01:57.748Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 01:00:57+00:00,57.0,0.39,7.0,6000.0,7.0,6.0,6.0,65.0,65.0,29.0,7.0,65.0,65.0,71.0,23.3,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T02:01:57.772Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 02:00:57+00:00,34.0,0.42,4.0,6004.0,4.0,4.0,4.0,39.0,39.0,17.0,4.0,39.0,39.0,72.0,23.0,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T03:01:57.779Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 03:00:57+00:00,26.0,0.4,3.0,6000.0,3.0,3.0,3.0,30.0,30.0,13.0,3.0,30.0,30.0,73.0,22.3,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T04:01:57.797Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 04:00:57+00:00,34.0,0.44,4.0,5999.0,4.0,4.0,4.0,39.0,39.0,17.0,4.0,39.0,39.0,75.0,21.5,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T05:01:57.809Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 05:00:57+00:00,36.0,0.43,4.0,5997.0,4.0,4.0,4.0,42.0,42.0,17.0,4.0,41.0,42.0,75.0,20.9,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T06:01:57.826Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 06:00:57+00:00,37.0,0.45,4.0,5995.0,4.0,4.0,4.0,42.0,42.0,17.0,4.0,42.0,42.0,75.0,20.5,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T07:01:57.896Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 07:00:57+00:00,39.0,0.45,5.0,6011.0,5.0,5.0,4.0,45.0,45.0,21.0,5.0,45.0,45.0,76.0,20.3,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T08:01:57.854Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 08:00:57+00:00,35.0,0.43,4.0,6012.0,4.0,4.0,4.0,40.0,40.0,17.0,4.0,40.0,40.0,76.0,20.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T09:01:57.873Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 09:00:57+00:00,45.0,0.47,5.0,5996.0,5.0,5.0,5.0,52.0,52.0,21.0,5.0,52.0,52.0,76.0,20.1,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T10:01:57.877Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 10:00:57+00:00,56.0,0.52,7.0,6003.0,7.0,6.0,6.0,64.0,64.0,29.0,7.0,64.0,64.0,76.0,20.2,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T11:01:57.889Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 11:00:57+00:00,51.0,0.44,6.0,6013.0,6.0,6.0,6.0,58.0,58.0,25.0,6.0,58.0,58.0,76.0,20.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T12:01:57.927Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 12:00:57+00:00,75.0,0.47,9.0,6011.0,9.0,8.0,8.0,87.0,87.0,38.0,9.0,86.0,87.0,75.0,21.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T13:01:57.942Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 13:00:57+00:00,119.0,0.43,14.0,6014.0,14.0,13.0,13.0,137.0,137.0,55.0,14.0,137.0,137.0,74.0,22.7,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T14:01:57.943Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 14:00:57+00:00,67.0,0.41,8.0,6004.0,8.0,7.0,8.0,77.0,77.0,33.0,8.0,77.0,77.0,68.0,24.8,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T15:01:57.951Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 15:00:57+00:00,50.0,0.43,6.0,6012.0,6.0,6.0,6.0,58.0,58.0,25.0,6.0,58.0,58.0,63.0,27.0,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T16:01:57.997Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 16:00:57+00:00,39.0,0.39,5.0,6013.0,5.0,5.0,5.0,45.0,45.0,21.0,5.0,45.0,45.0,58.0,29.8,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T17:01:58.03Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 17:00:57+00:00,30.0,0.38,4.0,5991.0,4.0,4.0,4.0,34.0,34.0,17.0,4.0,34.0,34.0,56.0,30.1,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T18:01:58.025Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 18:00:57+00:00,41.0,0.39,5.0,6000.0,5.0,5.0,5.0,47.0,47.0,21.0,5.0,47.0,47.0,74.0,24.4,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T19:01:58.038Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 19:00:57+00:00,21.0,0.39,3.0,5997.0,3.0,3.0,2.0,24.0,24.0,13.0,3.0,24.0,24.0,69.0,24.5,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T20:01:58.052Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 20:00:57+00:00,19.0,0.42,2.0,6014.0,2.0,2.0,2.0,22.0,22.0,8.0,2.0,22.0,22.0,75.0,21.8,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T21:01:58.108Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 21:00:57+00:00,38.0,0.51,5.0,5991.0,5.0,5.0,4.0,45.0,45.0,21.0,5.0,45.0,45.0,79.0,20.8,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T22:01:58.095Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 22:00:57+00:00,29.0,0.43,3.0,6014.0,3.0,3.0,3.0,33.0,33.0,13.0,3.0,33.0,33.0,80.0,21.1,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-14T23:01:58.132Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-14 23:00:57+00:00,29.0,0.4,3.0,6002.0,3.0,3.0,3.0,33.0,33.0,13.0,3.0,33.0,33.0,79.0,22.3,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-15T00:01:58.121Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-15 00:00:57+00:00,30.0,0.4,3.0,5999.0,3.0,3.0,3.0,34.0,34.0,13.0,3.0,34.0,34.0,79.0,21.5,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-15T01:01:58.128Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-15 01:00:57+00:00,36.0,0.43,4.0,6000.0,4.0,4.0,4.0,42.0,42.0,17.0,4.0,42.0,42.0,79.0,20.9,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-15T02:01:58.161Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-15 02:00:57+00:00,48.0,0.43,6.0,6002.0,6.0,6.0,5.0,56.0,56.0,25.0,6.0,55.0,55.0,79.0,21.1,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-15T03:01:58.169Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-15 03:00:57+00:00,51.0,0.42,6.0,6000.0,6.0,6.0,6.0,59.0,59.0,25.0,6.0,58.0,59.0,78.0,21.1,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-15T04:01:58.172Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-15 04:00:57+00:00,44.0,0.42,5.0,5998.0,5.0,5.0,5.0,51.0,51.0,21.0,5.0,51.0,51.0,78.0,20.8,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-15T05:01:58.202Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-15 05:00:57+00:00,51.0,0.46,6.0,6003.0,6.0,6.0,6.0,59.0,59.0,25.0,6.0,59.0,59.0,78.0,20.8,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-15T06:01:58.208Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-15 06:00:57+00:00,32.0,0.44,4.0,6001.0,4.0,4.0,3.0,36.0,36.0,17.0,4.0,36.0,36.0,78.0,20.6,d0930cvoovhpfm35n49g,BS-13
csghurush10fmp9n6tv0,d0930cvoovhpfm35n49g,2025-05-15T07:01:58.224Z,"{'friendly_name': 'BS-13', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99953946, 'longitude': -78.91670978}}",8143,81432433003,[],0,2025-05-15 07:00:57+00:00,30.0,0.46,3.0,5998.0,3.0,3.0,3.0,35.0,35.0,13.0,3.0,35.0,35.0,78.0,20.2,d0930cvoovhpfm35n49g,BS-13
